2016-01-01,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-02,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-03,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-04,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-05,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-06,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-07,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-08,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-09,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-10,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-11,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-12,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-13,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-14,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-15,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-16,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-17,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-18,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-19,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-20,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-21,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-22,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-23,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-24,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-25,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-26,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-27,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-28,0.0,1, POINT (26.4335479887 8.08990235685) 
2016-01-29,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-01-30,0.0,1, POINT (26.4335479887 8.08990235685) 
2016-01-31,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-02-01,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-02-02,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-02-03,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-02-04,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-02-05,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-02-06,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-02-07,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-02-08,0.0,0, POINT (26.4335479887 8.08990235685) 
2016-02-09,0.0,1, POINT (26.4335479887 8.08990235685) 
